pipeline,Recall@5,Recall@10,Precision@5,Precision@10,MRR,MRR@5,MRR@10,NDCG@5,NDCG@10,MAP,F1@5,F1@10,Hit@5,Hit@10,Avg_Latency_ms,P95_Latency_ms
current,0.6466666666666667,0.6866666666666668,0.21600000000000003,0.12400000000000003,0.7066666666666666,0.7,0.7066666666666666,0.6443411245289157,0.6641360503504895,0.6262857142857142,0.31158730158730163,0.20323676323676323,0.72,0.76,132.67243504000015,192.89458400000026
enhanced_reranker,0.7499999999999999,0.81,0.28800000000000003,0.16400000000000003,0.7657777777777777,0.7546666666666667,0.7657777777777777,0.7272523126537955,0.755353434699449,0.7053862433862433,0.39603174603174607,0.2634565434565435,0.88,0.96,1363.1649100799996,1839.5997079999943
